--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
476,Rômulo,it ITA,DFMF,Genoa,32,1987,1,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,07abb358
477,Rômulo,it ITA,MF,Brescia,32,1987,22,19,1723,19.1,1,3,4,1,0,0,3,0,0.05,0.16,0.21,0.05,0.21,Matches,07abb358
478,Cristiano Ronaldo,pt POR,FW,Juventus,34,1985,33,33,2917,32.4,31,5,36,19,12,13,3,0,0.96,0.15,1.11,0.59,0.74,Matches,dea698d9
479,Marten de Roon,nl NED,MF,Atalanta,28,1991,35,29,2721,30.2,2,5,7,2,0,0,12,0,0.07,0.17,0.23,0.07,0.23,Matches,2a1beb34
480,Antonio Rosati,it ITA,GK,Torino,36,1983,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,28a15394
481,Luca Rossettini,it ITA,DF,Lecce,34,1985,26,25,2261,25.1,0,2,2,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,Matches,47a500ae
482,Francesco Rossi,it ITA,GK,Atalanta,28,1991,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7b5f516f
483,Nicolò Rovella,it ITA,MF,Genoa,17,2001,2,1,105,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e58cbfd5
484,Amir Rrahmani,xk KVX,DF,Hellas Verona,25,1994,36,36,3228,35.9,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,Matches,4b3e1a38
485,Dion Ruffo Luci,it ITA,MF,Bologna,18,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f239e6dd
486,Daniele Rugani,it ITA,DF,Juventus,25,1994,10,7,690,7.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,14b8fcdf
487,Mário Rui,pt POR,DF,Napoli,28,1991,24,22,1966,21.8,0,2,2,0,0,0,8,0,0.00,0.09,0.09,0.00,0.09,Matches,0b5a292a
488,Fabián Ruiz Peña,es ESP,MF,Napoli,23,1996,33,30,2684,29.8,3,6,9,3,0,0,2,0,0.10,0.20,0.30,0.10,0.30,Matches,c0c7ff58
489,Stefano Sabelli,it ITA,DF,Brescia,26,1993,36,36,3168,35.2,0,3,3,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,Matches,0ccac09c
490,Alexis Saelemaekers,be BEL,MF,Milan,20,1999,13,6,684,7.6,1,0,1,1,0,0,4,1,0.13,0.00,0.13,0.13,0.13,Matches,ee251371
491,Jacopo Sala,it ITA,DFMF,SPAL,27,1991,16,9,853,9.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,da5a981b
492,Bartosz Salamon,pl POL,DF,SPAL,28,1991,7,3,344,3.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9b30df1e
493,Eddie Salcedo,it ITA,FWMF,Hellas Verona,17,2001,17,7,680,7.6,1,0,1,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,Matches,0489bb30
494,Antonio Sanabria,py PAR,FW,Genoa,23,1996,24,16,1387,15.4,6,2,8,6,0,0,3,0,0.39,0.13,0.52,0.39,0.52,Matches,0a447501
495,Alexis Sánchez,cl CHI,FW,Inter,30,1988,22,10,923,10.3,4,8,12,3,1,1,4,1,0.39,0.78,1.17,0.29,1.07,Matches,2c0f8e9e
496,Alex Sandro,br BRA,DF,Juventus,28,1991,29,27,2385,26.5,1,3,4,1,0,0,4,0,0.04,0.11,0.15,0.04,0.15,Matches,0d82903c
497,Nicola Sansone,it ITA,MFFW,Bologna,27,1991,33,26,2269,25.2,4,3,7,1,3,4,6,0,0.16,0.12,0.28,0.04,0.16,Matches,7eb97a8e
498,Federico Santander,py PAR,FW,Bologna,28,1991,24,5,770,8.6,1,0,1,0,1,1,6,0,0.12,0.00,0.12,0.00,0.00,Matches,df85d472
499,Davide Santon,it ITA,DF,Roma,28,1991,15,7,619,6.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,88c89891
500,Samir Santos,br BRA,DFMF,Udinese,24,1994,21,16,1546,17.2,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches,92b4758e
501,Riccardo Saponara,it ITA,MF,Genoa,27,1991,4,2,168,1.9,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,3bb7af3b
502,Riccardo Saponara,it ITA,MFFW,Lecce,27,1991,13,11,947,10.5,2,4,6,2,0,0,2,0,0.19,0.38,0.57,0.19,0.57,Matches,3bb7af3b
503,Lasse Schöne,dk DEN,MF,Genoa,33,1986,32,29,2427,27.0,2,3,5,2,0,1,5,0,0.07,0.11,0.19,0.07,0.19,Matches,c3a8bcd8
504,Jerdy Schouten,nl NED,MF,Bologna,22,1997,19,13,1082,12.0,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches,2cfae697
505,Matteo Scozzarella,it ITA,MF,Parma,31,1988,16,12,920,10.2,0,3,3,0,0,0,2,0,0.00,0.29,0.29,0.00,0.29,Matches,ea164f99
506,Ken Sema,se SWE,MF,Udinese,25,1993,32,30,2453,27.3,2,1,3,2,0,0,6,0,0.07,0.04,0.11,0.07,0.11,Matches,1770bd68
507,Alessandro Semprini,it ITA,DF,Brescia,21,1998,12,6,629,7.0,1,0,1,1,0,0,2,0,0.14,0.00,0.14,0.14,0.14,Matches,dd29f81d
508,Stefano Sensi,it ITA,MF,Inter,23,1995,12,9,723,8.0,3,2,5,3,0,0,2,0,0.37,0.25,0.62,0.37,0.62,Matches,b70bde8f
509,Luigi Sepe,it ITA,GK,Parma,28,1991,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,343f753a
510,Yevhen Shakhov,ua UKR,MFFW,Lecce,28,1990,24,9,1085,12.1,1,2,3,1,0,0,3,0,0.08,0.17,0.25,0.08,0.25,Matches,ff764de3
511,Luca Siligardi,it ITA,MFFW,Parma,31,1988,12,3,337,3.7,0,1,1,0,0,0,0,0,0.00,0.27,0.27,0.00,0.27,Matches,1cac99dc
512,André Silva,pt POR,FW,Milan,23,1995,1,1,60,0.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3effaa34
513,Marco Silvestri,it ITA,GK,Hellas Verona,28,1991,35,35,3150,35.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,0d422df7
514,Giovanni Simeone,ar ARG,FW,Cagliari,24,1995,37,34,2924,32.5,12,3,15,12,0,0,4,0,0.37,0.09,0.46,0.37,0.46,Matches,343c0d52
515,Wilfried Singo,ci CIV,MF,Torino,18,2000,4,1,132,1.5,1,0,1,1,0,0,0,0,0.68,0.00,0.68,0.68,0.68,Matches,8b609c34
516,Salvatore Sirigu,it ITA,GK,Torino,32,1987,36,36,3240,36.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,10dc46f0
517,Łukasz Skorupski,pl POL,GK,Bologna,28,1991,37,37,3330,37.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,ab4449d6
518,Andreas Skov Olsen,dk DEN,MF,Bologna,19,1999,26,7,760,8.4,1,0,1,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,Matches,c50cee19
519,Simon Skrabb,fi FIN,FWMF,Brescia,24,1995,10,3,257,2.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,45af5134
520,Milan Škriniar,sk SVK,DF,Inter,24,1995,32,30,2627,29.2,0,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,Matches,30f5ffa9
521,Chris Smalling,eng ENG,DF,Roma,29,1989,30,29,2566,28.5,3,2,5,3,0,0,3,0,0.11,0.07,0.18,0.11,0.18,Matches,b6964eb6
522,Roberto Soriano,it ITA,MF,Bologna,28,1991,29,29,2469,27.4,5,5,10,5,0,0,4,2,0.18,0.18,0.36,0.18,0.36,Matches,9d4c45d6
523,Riccardo Sottil,it ITA,FWMF,Fiorentina,20,1999,18,4,514,5.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,94816803
524,Adama Soumaoro,fr FRA,DF,Genoa,27,1992,8,7,637,7.1,1,0,1,1,0,0,2,0,0.14,0.00,0.14,0.14,0.14,Matches,7b075c75
525,Nikolas Špalek,sk SVK,MF,Brescia,22,1997,25,20,1579,17.5,2,1,3,2,0,0,5,0,0.11,0.06,0.17,0.11,0.17,Matches,9e90fb5d
526,Leonardo Spinazzola,it ITA,DFMF,Roma,26,1993,24,18,1548,17.2,1,2,3,1,0,0,2,0,0.06,0.12,0.17,0.06,0.17,Matches,3626daea
527,Marco Sportiello,it ITA,GK,Atalanta,27,1992,6,5,525,5.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ac4003af
528,Mattia Sprocati,it ITA,FW,Parma,26,1993,20,4,590,6.6,1,0,1,1,0,0,0,0,0.15,0.00,0.15,0.15,0.15,Matches,bdd0692f
529,Mariusz Stępiński,pl POL,FWMF,Hellas Verona,24,1995,21,7,706,7.8,3,1,4,3,0,0,3,1,0.38,0.13,0.51,0.38,0.51,Matches,7b536033
530,Thomas Strakosha,al ALB,GK,Lazio,24,1995,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,339fe0e8
531,Gabriel Strefezza,br BRA,MF,SPAL,22,1997,32,24,2110,23.4,1,2,3,1,0,0,9,1,0.04,0.09,0.13,0.04,0.13,Matches,ac4a4508
532,Jens Stryger Larsen,dk DEN,MF,Udinese,28,1991,33,32,2789,31.0,1,3,4,1,0,0,5,0,0.03,0.10,0.13,0.03,0.13,Matches,f91e81c9
533,Stefano Sturaro,it ITA,MF,Genoa,26,1993,16,15,1252,13.9,1,2,3,1,0,0,7,0,0.07,0.14,0.22,0.07,0.22,Matches,2334478a
534,Suso,es ESP,FWMF,Milan,25,1993,16,15,1359,15.1,1,2,3,1,0,0,2,0,0.07,0.13,0.20,0.07,0.20,Matches,4e219ad2
535,Bosko Sutalo,hr CRO,DF,Atalanta,19,2000,7,3,280,3.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1d0bb7e4
536,Mattias Svanberg,se SWE,MF,Bologna,20,1999,25,12,1051,11.7,1,2,3,1,0,0,2,0,0.09,0.17,0.26,0.09,0.26,Matches,92d83c27
537,Wojciech Szczęsny,pl POL,GK,Juventus,29,1990,29,29,2591,28.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,01b8a2b2
538,Andrea Tabanelli,it ITA,MF,Lecce,29,1990,13,11,964,10.7,1,0,1,1,0,0,4,0,0.09,0.00,0.09,0.09,0.09,Matches,b59e02da
539,Panagiotis Tachtsidis,gr GRE,MF,Lecce,28,1991,28,24,2003,22.3,0,2,2,0,0,0,7,1,0.00,0.09,0.09,0.00,0.09,Matches,e26bd2f4
540,Adrien Tameze,cm CMR,MF,Atalanta,25,1994,7,2,211,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8da74c05
541,Łukasz Teodorczyk,pl POL,FW,Udinese,28,1991,14,1,222,2.5,0,1,1,0,0,0,1,0,0.00,0.41,0.41,0.00,0.41,Matches,7e81a17d
542,Hidde ter Avest,nl NED,MF,Udinese,22,1997,20,6,686,7.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,18f9dbd0
543,Pietro Terracciano,it ITA,GK,Fiorentina,29,1990,7,7,624,6.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e1b0a70d
544,Aleksa Terzić,rs SRB,DF,Fiorentina,19,1999,2,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3ef0a2d7
545,Demba Thiam,sn SEN,GK,SPAL,21,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0f47717b
546,Morten Thorsby,no NOR,MFDF,Sampdoria,23,1996,24,21,1865,20.7,1,1,2,1,0,0,9,1,0.05,0.05,0.10,0.05,0.10,Matches,d1b49282
547,Jeremy Toljan,de GER,DF,Sassuolo,24,1994,29,25,2186,24.3,1,2,3,1,0,0,8,0,0.04,0.08,0.12,0.04,0.12,Matches,a96e5dc0
548,Rafael Tolói,it ITA,DF,Atalanta,28,1990,33,29,2608,29.0,2,6,8,2,0,0,11,0,0.07,0.21,0.28,0.07,0.28,Matches,c56dc39e
549,Takehiro Tomiyasu,jp JPN,DF,Bologna,20,1998,29,29,2528,28.1,1,3,4,1,0,0,8,0,0.04,0.11,0.14,0.04,0.14,Matches,b3af9be1
550,Nenad Tomović,rs SRB,DF,SPAL,31,1987,23,20,1755,19.5,0,1,1,0,0,0,5,1,0.00,0.05,0.05,0.00,0.05,Matches,6aafdc27
551,Sandro Tonali,it ITA,MF,Brescia,19,2000,35,34,3014,33.5,1,7,8,1,0,0,9,0,0.03,0.21,0.24,0.03,0.24,Matches,0db169ae
552,Lorenzo Tonelli,it ITA,DF,Sampdoria,29,1990,9,9,702,7.8,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,8cc29864
553,Ernesto Torregrossa,ve VEN,FW,Brescia,27,1992,25,22,1844,20.5,7,3,10,5,2,2,8,0,0.34,0.15,0.49,0.24,0.39,Matches,bf39bdec
554,Luca Tremolada,it ITA,MF,Brescia,27,1991,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ed65da8c
555,Alessandro Tripaldelli,it ITA,DF,Sassuolo,20,1999,2,1,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4571fa88
556,William Troost-Ekong,ng NGA,DF,Udinese,25,1993,30,29,2576,28.6,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,7ed4921e
557,Georgi Tunjov,ee EST,MF,SPAL,18,2001,10,3,284,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7aa84ac5
558,Stefano Turati,it ITA,GK,Sassuolo,17,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bf168004
559,Gennaro Tutino,it ITA,FW,Hellas Verona,22,1996,6,2,225,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8b303bcb
560,Samir Ujkani,xk KVX,GK,Torino,31,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,96640846
561,Cengiz Ünder,tr TUR,MF,Roma,22,1997,18,10,873,9.7,3,0,3,3,0,0,2,0,0.31,0.00,0.31,0.31,0.31,Matches,1880614f
562,Mirko Valdifiori,it ITA,MF,SPAL,33,1986,22,15,1400,15.6,0,3,3,0,0,0,5,0,0.00,0.19,0.19,0.00,0.19,Matches,c710f7d5
563,Borja Valero,es ESP,MF,Inter,34,1985,19,9,931,10.3,2,0,2,2,0,0,4,0,0.19,0.00,0.19,0.19,0.19,Matches,0e21fc3c
564,Mattia Valoti,it ITA,MFFW,SPAL,25,1993,27,18,1527,17.0,3,1,4,3,0,0,7,0,0.18,0.06,0.24,0.18,0.24,Matches,c414df9d
565,Denis Vavro,sk SVK,DF,Lazio,23,1996,11,1,328,3.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,08990838
566,Matías Vecino,uy URU,MF,Inter,27,1991,20,14,1282,14.2,2,2,4,2,0,0,4,0,0.14,0.14,0.28,0.14,0.28,Matches,44ac04e9
567,Miguel Veloso,pt POR,MF,Hellas Verona,33,1986,34,32,2811,31.2,3,4,7,3,0,0,6,0,0.10,0.13,0.22,0.10,0.22,Matches,ab1ca213
568,Lorenzo Venuti,it ITA,MFDF,Fiorentina,24,1995,16,10,858,9.5,0,1,1,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,Matches,983ff2c7
569,Brayan Vera,co COL,DF,Lecce,20,1999,8,1,155,1.7,0,1,1,0,0,0,0,0,0.00,0.58,0.58,0.00,0.58,Matches,80c718dd
570,Simone Verdi,it ITA,MFFW,Torino,27,1992,33,26,2073,23.0,2,6,8,2,0,0,4,0,0.09,0.26,0.35,0.09,0.35,Matches,0375723e
571,Jordan Veretout,fr FRA,MF,Roma,26,1993,33,30,2629,29.2,6,0,6,1,5,5,6,0,0.21,0.00,0.21,0.03,0.03,Matches,4a56052c
572,Valerio Verre,it ITA,MFFW,Hellas Verona,25,1994,32,22,1774,19.7,3,2,5,1,2,2,4,0,0.15,0.10,0.25,0.05,0.15,Matches,33ecf462
573,Francesco Vicari,it ITA,DF,SPAL,24,1994,34,33,2898,32.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,de045b15
574,Ronaldo Vieira,gw GNB,MF,Sampdoria,21,1998,27,20,1819,20.2,0,1,1,0,0,0,11,1,0.00,0.05,0.05,0.00,0.05,Matches,75e60d75
575,Mauro Vigorito,it ITA,GK,Lecce,29,1990,5,4,423,4.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,582a251c
576,Gonzalo Villar,es ESP,MF,Roma,21,1998,9,2,299,3.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,bdc74a8f
577,Luigi Vitale,it ITA,DFFW,Hellas Verona,31,1987,2,0,41,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fe479e17
578,Mattia Viviani,it ITA,MF,Brescia,18,2000,8,3,344,3.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,360b2bb1
579,Dušan Vlahović,rs SRB,FW,Fiorentina,19,2000,30,13,1499,16.7,6,0,6,5,1,1,4,1,0.36,0.00,0.36,0.30,0.30,Matches,79443529
580,Stefan de Vrij,nl NED,DF,Inter,27,1992,34,32,2830,31.4,4,3,7,4,0,0,5,0,0.13,0.10,0.22,0.13,0.22,Matches,d0d8dd44
581,Giacomo Vrioni,al ALB,FW,Juventus,20,1998,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bf4d31d3
582,Walace,br BRA,MF,Udinese,24,1995,20,12,1139,12.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,26db8853
583,Sebastian Walukiewicz,pl POL,DF,Cagliari,19,2000,14,13,1165,12.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,217875a4
584,Jawad El Yamiq,ma MAR,DF,Genoa,27,1992,3,2,197,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f6f6b6e8
585,Maya Yoshida,jp JPN,DF,Sampdoria,30,1988,14,13,1187,13.2,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches,caffaf5a
586,Amin Younes,de GER,MF,Napoli,25,1993,9,1,176,2.0,1,0,1,1,0,0,1,0,0.51,0.00,0.51,0.51,0.51,Matches,228f73ae
587,Ashley Young,eng ENG,MF,Inter,34,1985,18,13,1185,13.2,4,4,8,4,0,0,1,0,0.30,0.30,0.61,0.30,0.61,Matches,be927d03
588,Mattia Zaccagni,it ITA,MFFW,Hellas Verona,24,1995,34,26,2114,23.5,2,5,7,2,0,0,5,0,0.09,0.21,0.30,0.09,0.30,Matches,d85c238b
589,Luca Zanimacchia,it ITA,FW,Juventus,21,1998,2,1,120,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5e834dce
590,Nicolò Zaniolo,it ITA,MF,Roma,20,1999,26,16,1503,16.7,6,2,8,6,0,0,8,0,0.36,0.12,0.48,0.36,0.48,Matches,9907b1c8
591,Cristián Zapata,co COL,DF,Genoa,32,1986,20,19,1718,19.1,1,0,1,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,Matches,b1deecf8
592,Duván Zapata,co COL,FW,Atalanta,28,1991,28,25,2026,22.5,18,6,24,17,1,1,1,0,0.80,0.27,1.07,0.76,1.02,Matches,d3de9af0
593,Davide Zappacosta,it ITA,DFMF,Roma,27,1992,9,3,452,5.0,0,1,1,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20,Matches,7fe90ccd
594,Simone Zaza,it ITA,FW,Torino,28,1991,24,16,1640,18.2,6,1,7,6,0,0,7,0,0.33,0.05,0.38,0.33,0.38,Matches,9592289a
595,Marvin Zeegelaar,nl NED,MF,Udinese,28,1990,13,6,593,6.6,0,1,1,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,Matches,8abd0c03
596,Piotr Zieliński,pl POL,MF,Napoli,25,1994,37,32,2924,32.5,2,4,6,2,0,0,4,0,0.06,0.12,0.18,0.06,0.18,Matches,a5296e55
597,Jaromír Zmrhal,cz CZE,MF,Brescia,25,1993,21,11,1125,12.5,2,0,2,2,0,0,0,0,0.16,0.00,0.16,0.16,0.16,Matches,cbec1196
598,Ervin Zukanović,ba BIH,DF,SPAL,32,1987,3,2,204,2.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1253a12e
599,Szymon Żurkowski,pl POL,MF,Fiorentina,21,1997,2,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4e1d5e59
600,Filip Đuričić,rs SRB,MF,Sassuolo,27,1992,29,19,1633,18.1,5,5,10,5,0,0,6,0,0.28,0.28,0.55,0.28,0.55,Matches,eccbe56a


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">FBref.com</a>: <a href="https://fbref.com/en/comps/11/2019-2020/stats/2019-2020-Serie-A-M-Stats?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#stats_standard">View Original Table</a><br>Generated 8/25/2026.
