--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
476,Lorenco Šimić,hr CRO,DF,SPAL,21,1996,6,3,318,3.5,1,0,1,1,0,0,1,0,0.28,0.00,0.28,0.28,0.28,Matches,65e4dede
477,Stefan Simić,cz CZE,DF,Crotone,22,1995,9,6,555,6.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,b5365398
478,Salvatore Sirigu,it ITA,GK,Torino,30,1987,37,37,3330,37.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,10dc46f0
479,Łukasz Skorupski,pl POL,GK,Roma,26,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ab4449d6
480,Milan Škriniar,sk SVK,DF,Inter,22,1995,38,38,3420,38.0,4,0,4,4,0,0,2,0,0.11,0.00,0.11,0.11,0.11,Matches,30f5ffa9
481,Stefano Sorrentino,it ITA,GK,Chievo,38,1979,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,048877f5
482,Samuel Souprayen,fr FRA,DF,Hellas Verona,28,1989,22,19,1582,17.6,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,f7c9fcd6
483,Luca Sparandeo,it ITA,DF,Benevento,17,1999,1,0,32,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,dfbb3234
484,Leonardo Spinazzola,it ITA,MF,Atalanta,24,1993,18,17,1503,16.7,0,3,3,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,Matches,3626daea
485,Nicolás Spolli,ar ARG,DF,Genoa,34,1983,21,20,1798,20.0,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,9a560ebe
486,Marco Sportiello,it ITA,GK,Fiorentina,25,1992,37,37,3202,35.6,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,ac4003af
487,Mariusz Stępiński,pl POL,FW,Chievo,22,1995,22,6,713,7.9,5,0,5,5,0,0,1,0,0.63,0.00,0.63,0.63,0.63,Matches,7b536033
488,Ognjen Stijepović,me MNE,MF,Sampdoria,17,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,80ad4216
489,Adrian Stoian,ro ROU,MFFW,Crotone,26,1991,32,26,2133,23.7,2,4,6,2,0,0,5,0,0.08,0.17,0.25,0.08,0.25,Matches,4468b31a
490,Thomas Strakosha,al ALB,GK,Lazio,22,1995,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,339fe0e8
491,Ivan Strinić,hr CRO,DF,Sampdoria,30,1987,17,16,1251,13.9,0,2,2,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches,52e2ef8f
492,Kevin Strootman,nl NED,MF,Roma,27,1990,32,26,2258,25.1,1,1,2,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,Matches,ef2e5e1a
493,Jens Stryger Larsen,dk DEN,DFMF,Udinese,26,1991,30,28,2531,28.1,1,1,2,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07,Matches,f91e81c9
494,Stefano Sturaro,it ITA,MFDF,Juventus,24,1993,12,7,613,6.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2334478a
495,Suso,es ESP,FWMF,Milan,23,1993,35,33,2830,31.4,6,6,12,6,0,0,2,1,0.19,0.19,0.38,0.19,0.38,Matches,4e219ad2
496,Wojciech Szczęsny,pl POL,GK,Juventus,27,1990,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,01b8a2b2
497,Adel Taarabt,ma MAR,FWMF,Genoa,28,1989,22,18,1615,17.9,2,2,4,2,0,0,4,1,0.11,0.11,0.22,0.11,0.22,Matches,47dc80f5
498,Saphir Taïder,dz ALG,MF,Bologna,25,1992,9,3,384,4.3,0,1,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,Matches,a12d0c05
499,Cyril Théréau,fr FRA,FW,Udinese,34,1983,2,2,180,2.0,2,0,2,1,1,1,0,0,1.00,0.00,1.00,0.50,0.50,Matches,4d3ab428
500,Cyril Théréau,fr FRA,FWMF,Fiorentina,34,1983,20,16,1112,12.4,5,2,7,2,3,3,2,0,0.40,0.16,0.57,0.16,0.32,Matches,4d3ab428
501,Rafael Tolói,it ITA,DF,Atalanta,26,1990,31,29,2445,27.2,1,2,3,1,0,0,8,1,0.04,0.07,0.11,0.04,0.11,Matches,c56dc39e
502,Nenad Tomović,rs SRB,DF,Chievo,29,1987,27,26,2301,25.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,6aafdc27
503,Nenad Tomović,rs SRB,DF,Fiorentina,29,1987,2,2,135,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,6aafdc27
504,Lorenzo Tonelli,it ITA,DF,Napoli,27,1990,4,3,351,3.9,1,0,1,1,0,0,0,0,0.26,0.00,0.26,0.26,0.26,Matches,8cc29864
505,Aleksandar Tonev,bg BUL,MFFW,Crotone,27,1990,8,5,401,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c15d1af9
506,Vasilis Torosidis,gr GRE,DFMF,Bologna,32,1985,16,10,819,9.1,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,8ea2c099
507,Emanuele Torrasi,it ITA,MF,Milan,18,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,16bc48f8
508,Emanuele Torrasi,it ITA,MF,Milan,18,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,06378dd2
509,Lucas Torreira,uy URU,MF,Sampdoria,21,1996,36,36,3180,35.3,4,1,5,4,0,0,6,0,0.11,0.03,0.14,0.11,0.14,Matches,52611641
510,Alin Toșca,ro ROU,DF,Benevento,25,1992,13,13,1170,13.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,322ba2df
511,Marcello Trotta,it ITA,FW,Crotone,24,1992,34,27,2258,25.1,7,2,9,5,2,3,2,0,0.28,0.08,0.36,0.20,0.28,Matches,acdad0aa
512,Marco Tumminello,it ITA,FW,Crotone,18,1998,9,2,203,2.3,3,1,4,3,0,0,1,0,1.33,0.44,1.77,1.33,1.77,Matches,5bdd44d8
513,Marco Tumminello,it ITA,FW,Roma,18,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5bdd44d8
514,Ľubomír Tupta,sk SVK,FWMF,Hellas Verona,19,1998,2,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b02af64f
515,Cengiz Ünder,tr TUR,FWMF,Roma,20,1997,26,15,1249,13.9,7,2,9,7,0,0,0,0,0.50,0.14,0.65,0.50,0.65,Matches,1880614f
516,Sauli Väisänen,fi FIN,DF,SPAL,23,1994,7,6,541,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,23214a49
517,Mirko Valdifiori,it ITA,MF,Torino,31,1986,13,7,618,6.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c710f7d5
518,Borja Valero,es ESP,MF,Inter,32,1985,36,29,2564,28.5,2,0,2,2,0,0,3,0,0.07,0.00,0.07,0.07,0.07,Matches,0e21fc3c
519,Mattia Valoti,it ITA,MFFW,Hellas Verona,23,1993,26,18,1577,17.5,3,0,3,3,0,0,9,0,0.17,0.00,0.17,0.17,0.17,Matches,c414df9d
520,Matías Vecino,uy URU,MF,Inter,25,1991,29,25,2137,23.7,3,2,5,3,0,0,7,1,0.13,0.08,0.21,0.13,0.21,Matches,44ac04e9
521,Miguel Veloso,pt POR,MF,Genoa,31,1986,22,21,1734,19.3,1,0,1,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,Matches,ab1ca213
522,Lorenzo Venuti,it ITA,DFMF,Benevento,22,1995,31,25,2390,26.6,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches,983ff2c7
523,Daniele Verde,it ITA,MFFW,Hellas Verona,21,1996,30,22,1954,21.7,2,2,4,2,0,0,0,0,0.09,0.09,0.18,0.09,0.18,Matches,d3298c99
524,Simone Verdi,it ITA,FWMF,Bologna,25,1992,34,34,2827,31.4,10,8,18,8,2,2,2,0,0.32,0.25,0.57,0.25,0.51,Matches,0375723e
525,Jordan Veretout,fr FRA,MF,Fiorentina,24,1993,36,36,3209,35.7,8,1,9,6,2,3,10,1,0.22,0.03,0.25,0.17,0.20,Matches,4a56052c
526,Valerio Verre,it ITA,MF,Sampdoria,23,1994,18,2,360,4.0,0,1,1,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,Matches,33ecf462
527,Francesco Vicari,it ITA,DF,SPAL,22,1994,34,34,2850,31.7,0,0,0,0,0,0,10,1,0.00,0.00,0.00,0.00,0.00,Matches,de045b15
528,Luca Vido,it ITA,FW,Atalanta,20,1997,4,0,74,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,eb0d77a4
529,Nicolas Viola,it ITA,MF,Benevento,27,1989,24,20,1850,20.6,2,6,8,2,0,1,3,1,0.10,0.29,0.39,0.10,0.39,Matches,45392b06
530,Mattia Vitale,it ITA,MF,SPAL,19,1997,2,1,98,1.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8e4b894b
531,Federico Viviani,it ITA,MF,SPAL,25,1992,29,29,2480,27.6,3,3,6,3,0,1,9,0,0.11,0.11,0.22,0.11,0.22,Matches,2258c078
532,Emiliano Viviano,it ITA,GK,Sampdoria,31,1985,27,27,2430,27.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,03760df0
533,Giovanni Volpicelli,it ITA,MF,Benevento,17,1999,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,844a87c2
534,Stefan de Vrij,nl NED,DF,Lazio,25,1992,36,36,3034,33.7,6,0,6,6,0,0,3,0,0.18,0.00,0.18,0.18,0.18,Matches,d0d8dd44
535,Jagoš Vuković,rs SRB,DF,Hellas Verona,29,1988,15,15,1333,14.8,1,1,2,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,Matches,ba06950a
536,Molla Wagué,ml MLI,DF,Udinese,26,1991,1,1,57,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a440d8ca
537,Wallace,br BRA,DF,Lazio,22,1994,13,12,996,11.1,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,d61b3354
538,Silvan Widmer,ch SUI,MFDF,Udinese,24,1993,24,18,1625,18.1,3,2,5,3,0,0,2,0,0.17,0.11,0.28,0.17,0.28,Matches,f68b64fc
539,Jawad El Yamiq,ma MAR,DF,Genoa,25,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f6f6b6e8
540,Mattia Zaccagni,it ITA,MF,Hellas Verona,22,1995,6,2,152,1.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d85c238b
541,Francesco Zampano,it ITA,MF,Udinese,23,1993,6,4,412,4.6,0,1,1,0,0,0,0,0,0.00,0.22,0.22,0.00,0.22,Matches,8e45910b
542,Niccolò Zanellato,it ITA,MF,Crotone,19,1998,1,0,75,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,741e058f
543,Cristián Zapata,co COL,DF,Milan,30,1986,12,11,994,11.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,b1deecf8
544,Duván Zapata,co COL,FW,Sampdoria,26,1991,31,24,2108,23.4,11,3,14,11,0,0,1,0,0.47,0.13,0.60,0.47,0.60,Matches,d3de9af0
545,Davide Zappacosta,it ITA,DF,Torino,25,1992,2,1,96,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7fe90ccd
546,Rafik Zekhnini,no NOR,FW,Fiorentina,19,1998,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1b62a7df
547,Piotr Zieliński,pl POL,MFFW,Napoli,23,1994,36,14,1667,18.5,4,1,5,4,0,0,3,0,0.22,0.05,0.27,0.22,0.27,Matches,a5296e55
548,Bruno Zuculini,ar ARG,MF,Hellas Verona,24,1993,16,15,1216,13.5,2,0,2,2,0,0,8,3,0.15,0.00,0.15,0.15,0.15,Matches,17cddb4d
549,Franco Zuculini,ar ARG,MF,Hellas Verona,26,1990,11,3,329,3.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9c31bb89
550,Ervin Zukanović,ba BIH,DF,Genoa,30,1987,31,31,2873,31.9,0,1,1,0,0,0,5,1,0.00,0.03,0.03,0.00,0.03,Matches,1253a12e
551,Filip Đuričić,rs SRB,FWMF,Sampdoria,25,1992,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,eccbe56a
552,Filip Đuričić,rs SRB,MFFW,Benevento,25,1992,15,13,971,10.8,0,1,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,Matches,eccbe56a
553,Christian Rutjens,,,Benevento,,,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Christian-Rutjens


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">FBref.com</a>: <a href="https://fbref.com/en/comps/11/2017-2018/stats/2017-2018-Serie-A-M-Stats?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#stats_standard">View Original Table</a><br>Generated 8/25/2026.
